datetime,symbol,hour_open,hour_high,hour_low,hour_close,hour_volume,day_open,day_high,day_low,day_close,day_volume,week_open,week_high,week_low,week_close,week_volume,market_period,day_progress,hour_envelope_top,hour_envelope_bot,hour_pldot,hour_oneone_high,hour_oneone_low,hour_z1b,hour_z2b,hour_z5t,hour_z6t,day_envelope_top,day_envelope_bot,day_pldot,day_oneone_high,day_oneone_low,day_z1b,day_z2b,day_z5t,day_z6t,week_envelope_top,week_envelope_bot,week_pldot,week_oneone_high,week_oneone_low,week_z1b,week_z2b,week_z5t,week_z6t
2025-08-01 09:30:00,AAPL,206.03,207.33,206.03,206.82,19885504,210.87,213.58,201.5,202.38,104434500,202.51,229.03,190.5,202.38,458389842,market_open,0.0,207.33,206.03,0.0,207.33,206.03,0.79,0.51,0.79,1.3,207.33,206.03,0.0,207.33,206.03,0.79,0.51,0.79,1.3,207.33,206.03,0.0,207.33,206.03,0.79,0.51,0.79,1.3
2025-08-01 11:00:00,AAPL,209.4,210.66,207.15,208.16,14639208,210.87,213.58,201.5,202.38,104434500,220.31,221.72,192.63,202.38,552711239,morning_mid,0.2,210.66,207.15,0.0,210.66,207.15,1.0,2.5,1.0,3.51,210.66,207.15,0.0,210.66,207.15,1.0,2.5,1.0,3.51,210.66,207.15,0.0,210.66,207.15,1.0,2.5,1.0,3.51
2025-08-01 12:30:00,AAPL,211.87,212.19,211.05,211.05,19086700,210.87,213.58,201.5,202.38,104434500,209.76,219.52,187.68,202.38,468337565,lunch_time,0.4,212.19,211.05,0.0,212.19,211.05,0.0,1.14,0.0,1.14,212.19,211.05,0.0,212.19,211.05,0.0,1.14,0.0,1.14,212.19,211.05,0.0,212.19,211.05,0.0,1.14,0.0,1.14
2025-08-01 14:00:00,AAPL,211.28,213.28,210.53,210.53,19777779,210.87,213.58,201.5,202.38,104434500,217.28,222.91,186.27,202.38,543229588,afternoon_start,0.6,213.28,210.53,0.0,213.28,210.53,0.0,2.74,0.0,2.74,213.28,210.53,0.0,213.28,210.53,0.0,2.74,0.0,2.74,213.28,210.53,0.0,213.28,210.53,0.0,2.74,0.0,2.74
2025-08-01 15:30:00,AAPL,208.99,210.54,208.99,208.99,16886074,210.87,213.58,201.5,202.38,104434500,216.79,220.18,194.08,202.38,619988109,market_close_approach,0.8,210.54,208.99,0.0,210.54,208.99,0.0,1.55,0.0,1.55,210.54,208.99,0.0,210.54,208.99,0.0,1.55,0.0,1.55,210.54,208.99,0.0,210.54,208.99,0.0,1.55,0.0,1.55
2025-08-01 16:00:00,AAPL,208.83,209.63,206.97,209.21,20251003,210.87,213.58,201.5,202.38,104434500,204.11,225.36,192.67,202.38,598652824,market_close,1.0,209.63,206.97,0.0,209.63,206.97,2.24,0.41,2.24,2.66,209.63,206.97,0.0,209.63,206.97,2.24,0.41,2.24,2.66,209.63,206.97,0.0,209.63,206.97,2.24,0.41,2.24,2.66
2025-08-04 09:30:00,AAPL,204.0,204.78,204.0,204.56,14717270,204.51,207.88,201.68,203.35,75109300,203.83,215.07,197.41,203.35,304839035,market_open,0.0,204.78,204.0,0.0,204.78,204.0,0.55,0.23,0.55,0.78,204.78,204.0,0.0,204.78,204.0,0.55,0.23,0.55,0.78,204.78,204.0,0.0,204.78,204.0,0.55,0.23,0.55,0.78
2025-08-04 11:00:00,AAPL,205.15,206.48,204.46,204.61,12148851,204.51,207.88,201.68,203.35,75109300,202.34,223.02,195.41,203.35,385385157,morning_mid,0.2,206.48,204.46,0.0,206.48,204.46,0.16,1.86,0.16,2.02,206.48,204.46,0.0,206.48,204.46,0.16,1.86,0.16,2.02,206.48,204.46,0.0,206.48,204.46,0.16,1.86,0.16,2.02
2025-08-04 12:30:00,AAPL,206.13,206.83,205.91,206.53,12286592,204.51,207.88,201.68,203.35,75109300,212.36,223.98,195.08,203.35,446055291,lunch_time,0.4,206.83,205.91,0.0,206.83,205.91,0.62,0.3,0.62,0.92,206.83,205.91,0.0,206.83,205.91,0.62,0.3,0.62,0.92,206.83,205.91,0.0,206.83,205.91,0.62,0.3,0.62,0.92
2025-08-04 14:00:00,AAPL,206.72,206.72,206.09,206.72,11613708,204.51,207.88,201.68,203.35,75109300,211.64,212.5,195.76,203.35,429827458,afternoon_start,0.6,206.72,206.09,0.0,206.72,206.09,0.62,0.0,0.62,0.62,206.72,206.09,0.0,206.72,206.09,0.62,0.0,0.62,0.62,206.72,206.09,0.0,206.72,206.09,0.62,0.0,0.62,0.62
2025-08-04 15:30:00,AAPL,206.32,206.57,206.02,206.57,10514680,204.51,207.88,201.68,203.35,75109300,200.5,219.96,187.83,203.35,309828614,market_close_approach,0.8,206.57,206.02,0.0,206.57,206.02,0.55,0.0,0.55,0.55,206.57,206.02,0.0,206.57,206.02,0.55,0.0,0.55,0.55,206.57,206.02,0.0,206.57,206.02,0.55,0.0,0.55,0.55
2025-08-04 16:00:00,AAPL,205.17,206.64,205.1,205.1,12058818,204.51,207.88,201.68,203.35,75109300,200.6,223.6,186.69,203.35,372259403,market_close,1.0,206.64,205.1,0.0,206.64,205.1,0.0,1.54,0.0,1.54,206.64,205.1,0.0,206.64,205.1,0.0,1.54,0.0,1.54,206.64,205.1,0.0,206.64,205.1,0.0,1.54,0.0,1.54
2025-08-05 09:30:00,AAPL,203.72,204.16,203.24,203.73,6952059,203.4,205.34,202.16,202.92,44155100,211.48,213.67,191.65,202.92,212956936,market_open,0.0,204.16,203.24,0.0,204.16,203.24,0.49,0.43,0.49,0.92,204.16,203.24,0.0,204.16,203.24,0.49,0.43,0.49,0.92,204.16,203.24,0.0,204.16,203.24,0.49,0.43,0.49,0.92
2025-08-05 11:00:00,AAPL,204.46,204.65,204.45,204.45,8563496,203.4,205.34,202.16,202.92,44155100,211.44,219.77,196.38,202.92,195752728,morning_mid,0.2,204.65,204.45,0.0,204.65,204.45,0.0,0.2,0.0,0.2,204.65,204.45,0.0,204.65,204.45,0.0,0.2,0.0,0.2,204.65,204.45,0.0,204.65,204.45,0.0,0.2,0.0,0.2
2025-08-05 12:30:00,AAPL,205.19,205.19,204.55,205.19,8126430,203.4,205.34,202.16,202.92,44155100,196.57,210.38,191.01,202.92,205144280,lunch_time,0.4,205.19,204.55,0.0,205.19,204.55,0.64,0.0,0.64,0.64,205.19,204.55,0.0,205.19,204.55,0.64,0.0,0.64,0.64,205.19,204.55,0.0,205.19,204.55,0.64,0.0,0.64,0.64
2025-08-05 14:00:00,AAPL,204.72,205.21,204.46,205.07,8366907,203.4,205.34,202.16,202.92,44155100,209.56,213.6,188.42,202.92,216717208,afternoon_start,0.6,205.21,204.46,0.0,205.21,204.46,0.61,0.14,0.61,0.75,205.21,204.46,0.0,205.21,204.46,0.61,0.14,0.61,0.75,205.21,204.46,0.0,205.21,204.46,0.61,0.14,0.61,0.75
2025-08-05 15:30:00,AAPL,204.08,204.37,204.04,204.04,8280660,203.4,205.34,202.16,202.92,44155100,209.86,211.66,188.21,202.92,194060447,market_close_approach,0.8,204.37,204.04,0.0,204.37,204.04,0.0,0.33,0.0,0.33,204.37,204.04,0.0,204.37,204.04,0.0,0.33,0.0,0.33,204.37,204.04,0.0,204.37,204.04,0.0,0.33,0.0,0.33
2025-08-05 16:00:00,AAPL,203.63,203.76,203.3,203.67,8385916,203.4,205.34,202.16,202.92,44155100,213.23,209.59,196.89,202.92,246996519,market_close,1.0,203.76,203.3,0.0,203.76,203.3,0.37,0.08,0.37,0.46,203.76,203.3,0.0,203.76,203.3,0.37,0.08,0.37,0.46,203.76,203.3,0.0,203.76,203.3,0.37,0.08,0.37,0.46
2025-08-06 09:30:00,AAPL,210.91,211.11,208.96,210.49,18311007,205.63,215.38,205.59,213.25,108483100,215.29,219.83,195.23,213.25,565960393,market_open,0.0,211.11,208.96,0.0,211.11,208.96,1.54,0.61,1.54,2.15,211.11,208.96,0.0,211.11,208.96,1.54,0.61,1.54,2.15,211.11,208.96,0.0,211.11,208.96,1.54,0.61,1.54,2.15
2025-08-06 11:00:00,AAPL,213.32,213.62,211.99,212.62,16618090,205.63,215.38,205.59,213.25,108483100,204.84,226.88,200.34,213.25,582214925,morning_mid,0.2,213.62,211.99,0.0,213.62,211.99,0.63,1.0,0.63,1.63,213.62,211.99,0.0,213.62,211.99,0.63,1.0,0.63,1.63,213.62,211.99,0.0,213.62,211.99,0.63,1.0,0.63,1.63
2025-08-06 12:30:00,AAPL,213.87,214.38,211.78,214.38,18977768,205.63,215.38,205.59,213.25,108483100,195.43,221.27,190.29,213.25,594441988,lunch_time,0.4,214.38,211.78,0.0,214.38,211.78,2.6,0.0,2.6,2.6,214.38,211.78,0.0,214.38,211.78,2.6,0.0,2.6,2.6,214.38,211.78,0.0,214.38,211.78,2.6,0.0,2.6,2.6
2025-08-06 14:00:00,AAPL,213.73,214.92,212.88,214.81,14836844,205.63,215.38,205.59,213.25,108483100,215.62,226.26,189.27,213.25,522782210,afternoon_start,0.6,214.92,212.88,0.0,214.92,212.88,1.93,0.11,1.93,2.04,214.92,212.88,0.0,214.92,212.88,1.93,0.11,1.93,2.04,214.92,212.88,0.0,214.92,212.88,1.93,0.11,1.93,2.04
2025-08-06 15:30:00,AAPL,212.12,213.02,212.12,212.55,20150416,205.63,215.38,205.59,213.25,108483100,205.84,230.44,200.09,213.25,537475006,market_close_approach,0.8,213.02,212.12,0.0,213.02,212.12,0.42,0.47,0.42,0.9,213.02,212.12,0.0,213.02,212.12,0.42,0.47,0.42,0.9,213.02,212.12,0.0,213.02,212.12,0.42,0.47,0.42,0.9
2025-08-06 16:00:00,AAPL,209.99,211.86,209.99,210.72,16965377,205.63,215.38,205.59,213.25,108483100,211.8,230.26,200.31,213.25,630254453,market_close,1.0,211.86,209.99,0.0,211.86,209.99,0.73,1.14,0.73,1.87,211.86,209.99,0.0,211.86,209.99,0.73,1.14,0.73,1.87,211.86,209.99,0.0,211.86,209.99,0.73,1.14,0.73,1.87
2025-08-07 09:30:00,AAPL,218.54,218.96,218.54,218.68,15485158,218.88,220.85,216.58,220.03,90224800,227.28,227.66,203.71,220.03,411243260,market_open,0.0,218.96,218.54,0.0,218.96,218.54,0.15,0.28,0.15,0.42,218.96,218.54,0.0,218.96,218.54,0.15,0.28,0.15,0.42,218.96,218.54,0.0,218.96,218.54,0.15,0.28,0.15,0.42
2025-08-07 11:00:00,AAPL,218.93,219.71,218.93,218.93,12320247,218.88,220.85,216.58,220.03,90224800,208.0,225.44,211.06,220.03,491841666,morning_mid,0.2,219.71,218.93,0.0,219.71,218.93,0.0,0.78,0.0,0.78,219.71,218.93,0.0,219.71,218.93,0.0,0.78,0.0,0.78,219.71,218.93,0.0,219.71,218.93,0.0,0.78,0.0,0.78
2025-08-07 12:30:00,AAPL,219.81,220.45,219.73,219.73,16018445,218.88,220.85,216.58,220.03,90224800,212.22,234.06,212.22,220.03,480276901,lunch_time,0.4,220.45,219.73,0.0,220.45,219.73,0.0,0.71,0.0,0.71,220.45,219.73,0.0,220.45,219.73,0.0,0.71,0.0,0.71,220.45,219.73,0.0,220.45,219.73,0.0,0.71,0.0,0.71
2025-08-07 14:00:00,AAPL,219.51,219.81,219.06,219.73,13806096,218.88,220.85,216.58,220.03,90224800,211.06,227.1,202.78,220.03,377286651,afternoon_start,0.6,219.81,219.06,0.0,219.81,219.06,0.67,0.08,0.67,0.75,219.81,219.06,0.0,219.81,219.06,0.67,0.08,0.67,0.75,219.81,219.06,0.0,219.81,219.06,0.67,0.08,0.67,0.75
2025-08-07 15:30:00,AAPL,219.47,219.47,218.41,219.26,12500581,218.88,220.85,216.58,220.03,90224800,227.8,225.28,205.4,220.03,479418573,market_close_approach,0.8,219.47,218.41,0.0,219.47,218.41,0.85,0.21,0.85,1.05,219.47,218.41,0.0,219.47,218.41,0.85,0.21,0.85,1.05,219.47,218.41,0.0,219.47,218.41,0.85,0.21,0.85,1.05
2025-08-07 16:00:00,AAPL,218.67,219.87,218.67,218.67,16389216,218.88,220.85,216.58,220.03,90224800,212.64,236.44,211.88,220.03,514221327,market_close,1.0,219.87,218.67,0.0,219.87,218.67,0.0,1.21,0.0,1.21,219.87,218.67,0.0,219.87,218.67,0.0,1.21,0.0,1.21,219.87,218.67,0.0,219.87,218.67,0.0,1.21,0.0,1.21
2025-08-08 09:30:00,AAPL,224.15,224.58,223.88,224.48,19437996,220.83,231.0,219.25,229.35,113854000,222.87,238.4,211.93,229.35,595983115,market_open,0.0,224.58,223.88,0.0,224.58,223.88,0.61,0.09,0.61,0.7,224.58,223.88,0.0,224.58,223.88,0.61,0.09,0.61,0.7,224.58,223.88,0.0,224.58,223.88,0.61,0.09,0.61,0.7
2025-08-08 11:00:00,AAPL,226.84,228.09,226.84,226.84,22273756,220.83,231.0,219.25,229.35,113854000,229.6,239.91,213.2,229.35,461457619,morning_mid,0.2,228.09,226.84,0.0,228.09,226.84,0.0,1.26,0.0,1.26,228.09,226.84,0.0,228.09,226.84,0.0,1.26,0.0,1.26,228.09,226.84,0.0,228.09,226.84,0.0,1.26,0.0,1.26
2025-08-08 12:30:00,AAPL,227.68,228.32,227.68,228.32,17038450,220.83,231.0,219.25,229.35,113854000,212.54,249.42,203.77,229.35,662942841,lunch_time,0.4,228.32,227.68,0.0,228.32,227.68,0.64,0.0,0.64,0.64,228.32,227.68,0.0,228.32,227.68,0.64,0.0,0.64,0.64,228.32,227.68,0.0,228.32,227.68,0.64,0.0,0.64,0.64
2025-08-08 14:00:00,AAPL,226.57,227.9,226.57,226.74,20711009,220.83,231.0,219.25,229.35,113854000,222.65,249.16,204.02,229.35,674951745,afternoon_start,0.6,227.9,226.57,0.0,227.9,226.57,0.17,1.16,0.17,1.33,227.9,226.57,0.0,227.9,226.57,0.17,1.16,0.17,1.33,227.9,226.57,0.0,227.9,226.57,0.17,1.16,0.17,1.33
2025-08-08 15:30:00,AAPL,227.3,227.3,226.62,227.16,18368770,220.83,231.0,219.25,229.35,113854000,215.71,242.21,205.67,229.35,650300549,market_close_approach,0.8,227.3,226.62,0.0,227.3,226.62,0.54,0.13,0.54,0.68,227.3,226.62,0.0,227.3,226.62,0.54,0.13,0.54,0.68,227.3,226.62,0.0,227.3,226.62,0.54,0.13,0.54,0.68
2025-08-08 16:00:00,AAPL,223.94,225.75,223.17,224.16,19610236,220.83,231.0,219.25,229.35,113854000,219.1,241.04,207.41,229.35,636453389,market_close,1.0,225.75,223.17,0.0,225.75,223.17,1.0,1.59,1.0,2.58,225.75,223.17,0.0,225.75,223.17,1.0,1.59,1.0,2.58,225.75,223.17,0.0,225.75,223.17,1.0,1.59,1.0,2.58
2025-08-11 09:30:00,AAPL,227.84,228.27,227.41,227.63,11891734,227.92,229.56,224.76,227.18,61806100,238.82,247.22,216.54,227.18,360525424,market_open,0.0,228.27,227.41,0.0,228.27,227.41,0.21,0.64,0.21,0.85,228.27,227.41,0.0,228.27,227.41,0.21,0.64,0.21,0.85,228.27,227.41,0.0,228.27,227.41,0.21,0.64,0.21,0.85
2025-08-11 11:00:00,AAPL,227.74,228.65,227.74,227.74,11790774,227.92,229.56,224.76,227.18,61806100,222.27,245.52,216.25,227.18,265400811,morning_mid,0.2,228.65,227.74,0.0,228.65,227.74,0.0,0.91,0.0,0.91,228.65,227.74,0.0,228.65,227.74,0.0,0.91,0.0,0.91,228.65,227.74,0.0,228.65,227.74,0.0,0.91,0.0,0.91
2025-08-11 12:30:00,AAPL,227.85,228.84,227.76,227.76,10455779,227.92,229.56,224.76,227.18,61806100,217.76,237.14,211.61,227.18,331819465,lunch_time,0.4,228.84,227.76,0.0,228.84,227.76,0.0,1.09,0.0,1.09,228.84,227.76,0.0,228.84,227.76,0.0,1.09,0.0,1.09,228.84,227.76,0.0,228.84,227.76,0.0,1.09,0.0,1.09
2025-08-11 14:00:00,AAPL,228.96,229.04,228.67,228.75,12028217,227.92,229.56,224.76,227.18,61806100,227.15,234.67,216.55,227.18,326650122,afternoon_start,0.6,229.04,228.67,0.0,229.04,228.67,0.08,0.3,0.08,0.37,229.04,228.67,0.0,229.04,228.67,0.08,0.3,0.08,0.37,229.04,228.67,0.0,229.04,228.67,0.08,0.3,0.08,0.37
2025-08-11 15:30:00,AAPL,228.07,228.25,227.58,228.09,9169909,227.92,229.56,224.76,227.18,61806100,221.11,235.44,208.75,227.18,256294596,market_close_approach,0.8,228.25,227.58,0.0,228.25,227.58,0.51,0.16,0.51,0.67,228.25,227.58,0.0,228.25,227.58,0.51,0.16,0.51,0.67,228.25,227.58,0.0,228.25,227.58,0.51,0.16,0.51,0.67
